"","CASE_ID","GPS_NAC_ADOPTER","SURVEY_SOURCE","STATE","HOME","HAVESOLAR","PROMPT1","PROMPT2","PROMPT3","PROMPT4","PROMPT5","PROMPT6","PROMPT7","PROMPT8","PROMPT9","PROMPT10","PROMPT11","PROMPT12","PROMPT13","PROMPT14","PROMPT15","PROMPT_HOME1","PROMPT_HOME2","PROMPT_HOME3","PROMPT_HOME4","PROMPT_HOME5","TIME_CONSIDERED","INST_TALKEDTO","INST_QOTE_BUY_TEXT_CLND","INST_QOTE_LSE_TEXT_CLND","MOTIVE1","MOTIVE2","MOTIVE3","MOTIVE4","MOTIVE5","MOTIVE6","MOTIVE7","MOTIVE8","MOTIVE9","INFLNC_SAW","INFLNC_PPLTALK","INFLNC_ADS","INFLNC_OTHKNEW","INFLNC_OTHKNEW_NUM","INFLNC_OTH_MULT1","INFLNC_OTH_MULT2","INFLNC_OTH_MULT3","INFLNC_OTH_MULT4","INFLNC_OTH_MULT5","INFLNC_OTH_MULT6","INFLNC_OTH_MULT7","INFLNC_OTH_ONE1","INFLNC_OTH_ONE2","INFLNC_OTH_ONE3","INFLNC_OTH_ONE4","INFLNC_OTH_ONE5","INFLNC_OTH_ONE6","DIFFICULTY1","DIFFICULTY2","DIFFICULTY3","DIFFICULTY4","DIFFICULTY5","DIFFICULTY6","CONCERN1","CONCERN2","CONCERN3","CONCERN4","CONCERN5","CONCERN6","CONCERN7","CONCERN8","CONCERN9","NPS_PANELS","ECONEVAL","ECONEVAL_SVG_PERIOD","ECONEVAL_SVGS_CLND","ECONEVAL_PYBK","ECONEVAL_PYBK_YRS_CLND","ECONEVAL_ROR","ECONEVAL_ROR_PCT_CLND","WINTER_NOPV_BINNED","SUMMER_NOPV_BINNED","PN1","PN2","PN3","E2","BB1","BB2","BB3","BTE8","BE13","BE10","Co3","VB1","VB2","VB3","VA1","VA2","VA3","VT1","VT2","VT3","VE1","VE2","VE4","VO1","VO2","VO3","RISK_AVERSION_CLND","DISCOUNTING_CLND","CIJM1","CIJM2","CIJM3","CNS1","CNS2","CNS4","HOME_MOVED_SINCE2009","SQFT_BINNED","EE1","EE2","EE3","EE4","EE5","EE6","EE7","EE8","HMYRS_1","HMYRS_1_CLEANED","HAS_POOL","HAS_AC","STANCE","PEOPLE_TOT_3PLUS","HAVE_KIDS","GENDER","AGE_BINNED","EDUC_BINNED","FINANCIAL","INCOME_BINNED","RETIRED","RETIRED_LAST5YRS","RETIRE_WHEN","RETIRE_WHEN_BINNED","type"
"1",1342,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,5,2,1,1,5,4,3,5,5,4,4,4,4,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,1,1,5,4,4,3,4,4,4,2,1,11,1,98,NA,NA,NA,NA,NA,4,9,4,4,4,5,4,3,4,5,4,5,4,4,4,3,4,4,4,4,5,4,3,3,3,3,4,3,10,10000,4,3,4,2,3,3,0,1,0,1,0,0,0,0,0,0,98,NA,0,1,2,1,0,0,4,4,2,5,1,1,NA,NA,1
"2",1343,3,2,4,NA,"1",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,2,1,0,1,5,5,3,5,5,5,5,99,5,3,3,3,1,3,2,2,3,3,2,1,3,NA,NA,NA,NA,NA,NA,2,1,3,3,3,4,2,4,4,4,4,2,3,3,1,11,1,1,200,NA,NA,NA,NA,7,11,4,4,5,4,5,3,4,5,5,5,5,5,5,4,5,4,4,5,5,4,3,5,3,3,4,4,1,10000,2,3,3,2,3,2,0,2,1,1,0,0,1,1,1,0,3,NA,0,1,5,0,0,0,4,2,1,4,0,NA,98,NA,1
"3",1344,3,2,4,NA,"1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,2,4,4,1,4,4,3,3,5,5,5,3,5,3,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,4,3,3,4,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,10000,3,2,2,3,3,2,1,4,1,1,1,1,1,0,1,0,98,NA,0,1,90,NA,99,99,NA,99,99,99,99,NA,NA,NA,1
"4",1345,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,6,5,6,NA,5,5,3,5,2,3,2,2,2,3,2,4,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,2,1,5,4,4,2,5,4,4,4,4,5,5,5,4,11,1,1,200,NA,NA,NA,NA,11,11,1,1,1,3,1,3,3,5,5,5,5,3,3,3,0,4,4,5,5,5,3,4,2,3,4,4,10,NA,4,3,3,5,5,5,0,NA,1,0,1,1,1,0,1,0,3,NA,0,1,5,1,1,0,2,2,2,3,0,NA,98,NA,1
"5",1346,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,6,3,0,1,4,2,3,4,5,3,4,5,3,3,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,1,3,2,4,3,2,1,3,2,1,10,1,2,300,NA,NA,NA,NA,5,7,5,3,4,3,4,3,5,4,3,4,5,5,5,5,3,2,2,4,4,3,3,3,2,4,4,5,100,7500,4,2,4,1,1,2,1,4,0,1,1,0,0,0,0,0,2,7,0,1,3,1,0,1,2,2,2,1,0,NA,98,NA,1
"6",1347,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,6,1,1,1,5,4,5,4,5,5,5,4,4,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,3,3,3,3,1,1,1,1,1,11,3,NA,NA,NA,NA,1,25,7,11,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,2,4,2,4,3,4,100,50000,2,2,2,3,3,3,1,2,1,1,1,1,0,0,0,0,98,NA,0,1,3,NA,99,1,4,3,1,95,0,NA,1,2,1
"7",1348,3,2,4,NA,"1",1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,NA,NA,NA,NA,NA,8,3,1,2,4,3,3,4,5,5,5,5,2,4,3,4,1,3,3,1,2,2,3,3,1,NA,NA,NA,NA,NA,NA,1,2,2,3,2,3,99,1,2,1,2,1,1,2,2,11,2,NA,NA,1,7,NA,NA,6,7,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,3,4,3,5,5,5,500,6000,3,4,4,3,3,4,0,2,1,1,1,1,0,0,0,0,2,10,0,1,1,0,0,0,4,4,1,5,1,0,NA,NA,1
"8",1349,3,2,4,NA,"1",0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,NA,NA,NA,NA,NA,6,3,1,1,4,4,3,4,5,4,5,5,2,4,4,4,1,3,2,1,2,2,3,1,1,NA,NA,NA,NA,NA,NA,1,2,3,1,1,1,5,4,3,5,5,4,5,4,1,11,1,1,50,NA,NA,NA,NA,3,6,5,5,5,5,5,4,5,5,4,4,5,5,4,5,5,5,5,4,5,4,4,3,3,5,4,4,100,10000,3,3,3,2,2,1,1,3,0,1,1,1,0,0,0,0,2,15,0,1,2,0,0,1,2,3,1,5,0,NA,1,3,1
"9",1350,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,6,2,1,2,5,5,3,5,4,3,3,3,1,2,2,2,1,2,1,1,3,3,3,2,3,NA,NA,NA,NA,NA,NA,4,2,2,1,2,1,1,2,1,2,4,4,4,2,3,11,1,1,40,NA,NA,NA,NA,NA,NA,4,3,4,3,5,5,5,5,5,5,5,4,2,2,2,5,5,4,5,4,3,4,2,3,5,5,50,7000,5,5,3,3,4,5,0,2,0,0,0,1,1,0,1,0,2,10,0,1,4,1,0,0,2,3,2,3,0,NA,1,3,1
"10",1351,3,2,4,NA,"1",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,5,1,0,1,4,5,4,4,5,4,5,3,1,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,1,5,5,4,5,5,5,4,4,4,9,1,1,30,NA,NA,NA,NA,3,5,5,5,4,5,5,4,5,3,4,3,3,4,4,3,4,3,4,3,5,3,2,3,3,4,3,3,100,6000,3,4,4,2,2,4,1,3,0,1,1,0,0,0,0,0,98,NA,0,1,3,0,0,1,1,3,3,1,0,NA,2,NA,1
"11",1352,3,2,4,NA,"1",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,1,1,0,0,5,1,2,5,5,5,5,2,1,2,4,3,1,3,2,1,2,3,2,1,2,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,5,5,5,3,2,1,2,1,2,10,1,98,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,5,5,5,4,98,4,5,5,5,4,5,5,5,4,5,2,1,1,1,2,4,5,NA,NA,3,3,4,2,2,2,0,2,1,1,1,1,1,0,1,0,2,10,0,1,1,1,1,1,2,3,2,4,0,NA,1,4,1
"12",1353,3,2,2,NA,"1",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,1,0,1,5,1,3,5,3,3,2,1,1,3,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,11,1,1,50,NA,NA,NA,NA,8,8,2,2,1,1,3,1,2,5,3,5,3,3,4,1,5,3,4,5,5,5,3,1,3,3,1,5,10,10000,3,3,3,4,4,4,0,1,1,1,1,0,0,0,0,0,3,NA,1,1,5,1,1,1,NA,2,2,95,1,0,NA,NA,1
"13",1354,3,2,2,NA,"1",0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,7,3,2,0,5,4,3,5,2,2,2,1,1,4,4,3,1,3,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,5,1,4,4,5,1,5,5,5,5,5,5,5,3,2,8,1,1,200,NA,NA,NA,NA,10,11,3,3,2,1,3,3,3,5,3,5,4,3,3,2,3,2,3,4,5,4,4,3,4,3,3,3,100,7000,4,4,3,3,3,3,0,4,1,1,1,1,1,1,1,0,98,NA,0,1,4,1,1,0,2,NA,2,95,0,NA,2,NA,1
"14",1355,3,2,2,NA,"1",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,3,2,1,5,5,5,5,5,5,5,5,3,3,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,4,1,5,5,5,5,5,1,5,3,2,11,3,NA,NA,NA,NA,1,30,8,10,4,4,5,5,4,98,4,4,4,5,4,4,4,3,5,5,5,5,5,4,0,5,3,5,5,4,5,1e+05,4,4,4,2,4,4,0,2,1,1,1,1,1,1,1,0,3,NA,0,1,3,1,1,1,1,NA,2,4,0,NA,1,4,1
"15",1356,3,2,1,NA,"1",0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,NA,NA,NA,NA,NA,2,1,0,1,5,1,1,5,5,5,5,5,1,4,4,4,1,3,3,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,11,4,NA,NA,NA,NA,NA,NA,10,7,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,5,5,4,4,3,4,4,4,100,5600,5,5,5,4,4,4,0,4,1,1,1,1,0,1,1,0,2,5,0,1,4,0,0,0,4,3,1,4,1,1,NA,NA,1
"16",1357,3,2,4,NA,"1",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,6,5,3,2,4,1,2,5,5,5,5,4,4,4,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,3,4,1,3,1,3,2,1,11,1,1,150,NA,NA,NA,NA,7,11,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,3,5,3,4,3,4,50,1000,3,4,4,1,3,3,1,3,1,1,1,1,1,1,1,0,3,NA,1,1,2,0,0,0,3,2,1,3,0,NA,1,1,1
"17",1358,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,3,3,1,1,4,98,98,4,5,98,5,4,98,4,4,4,1,2,3,1,3,3,3,3,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4,1,4,1,1,1,1,3,5,2,9,91,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,4,4,4,1,5,3,5,NA,NA,4,4,5,4,4,3,0,3,1,1,1,1,1,0,1,0,3,NA,0,1,3,0,0,0,4,4,1,99,1,0,NA,NA,1
"18",1359,3,2,4,NA,"1",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,3,3,0,5,5,5,4,5,1,5,5,1,4,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,2,1,4,1,2,2,3,4,4,1,4,2,2,2,1,11,2,NA,NA,1,8,NA,NA,5,5,5,98,5,98,3,98,5,5,4,4,5,4,4,4,3,4,5,5,5,4,4,4,3,5,5,4,1,NA,4,4,4,4,4,4,0,NA,1,1,1,1,1,0,1,0,98,NA,0,0,90,0,0,0,3,3,2,5,1,1,NA,NA,1
"19",1360,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,6,1,0,1,5,5,1,5,5,5,5,5,1,4,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,1,1,1,1,1,5,2,2,5,5,5,5,5,5,2,4,NA,NA,NA,NA,NA,NA,6,4,4,3,3,4,4,3,4,4,3,3,3,5,5,3,5,3,4,5,5,5,5,3,3,3,3,4,1,1e+08,3,2,2,3,3,3,1,3,0,1,1,0,0,0,0,0,3,NA,0,1,97,1,1,0,1,2,1,3,0,NA,1,4,1
"20",1361,3,2,4,NA,"1",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,3,1,1,1,5,3,4,5,5,5,5,5,1,4,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,1,2,5,4,4,5,5,4,4,5,5,10,1,1,200,NA,NA,NA,NA,9,11,4,4,4,5,5,4,5,4,3,4,5,5,4,3,4,4,5,3,5,2,2,2,2,4,5,4,100,10000,4,4,4,1,3,1,1,4,0,0,0,0,0,1,0,0,1,NA,1,1,2,1,1,0,2,3,1,5,0,NA,1,3,1
"21",1362,3,2,4,NA,"1",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,7,3,2,3,5,5,5,5,5,3,5,3,1,2,4,4,1,2,2,2,1,1,3,1,1,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,5,5,4,5,5,5,3,3,1,8,2,NA,NA,1,20,NA,NA,6,6,5,5,4,98,5,5,5,4,3,4,4,5,4,4,4,5,3,3,4,3,3,2,3,5,5,4,500,5350,3,4,4,2,2,3,0,3,1,1,1,0,0,1,1,0,3,NA,1,1,2,0,0,1,4,4,2,2,1,1,NA,NA,1
"22",1363,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,2,2,1,1,4,4,2,4,3,3,4,3,2,2,2,4,1,2,2,1,3,3,3,2,2,NA,NA,NA,NA,NA,NA,1,1,1,1,5,1,4,4,4,1,4,4,4,2,1,8,1,1,50,NA,NA,NA,NA,5,4,4,4,5,4,4,4,5,5,3,5,3,4,3,3,4,3,2,5,5,3,4,4,3,5,5,3,200,6000,4,4,3,3,3,3,0,NA,1,1,1,1,0,0,0,0,2,7,0,0,4,0,0,0,3,3,1,5,0,NA,1,2,1
"23",1364,3,2,4,NA,"1",1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,3,1,1,1,5,2,3,5,5,5,5,5,2,3,4,4,1,3,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,3,3,3,2,1,4,4,2,4,1,2,1,1,10,1,2,NA,NA,NA,NA,NA,9,9,4,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,4,4,5,3,3,3,3,4,4,4,5,20000,4,3,3,2,2,3,0,4,1,1,1,1,1,1,1,0,2,15,1,1,4,1,1,0,4,3,1,3,1,1,NA,NA,1
"24",1365,3,2,4,NA,"1",1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,5,5,5,2,5,4,1,5,3,3,3,3,2,2,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,1,2,1,5,5,5,5,5,3,3,3,1,11,2,NA,NA,1,8,NA,NA,5,6,2,3,4,5,5,5,5,5,3,3,4,3,3,2,4,4,4,4,5,4,3,3,3,5,5,5,100,NA,5,3,5,4,5,5,0,3,1,1,1,1,0,0,1,0,3,NA,0,1,3,NA,99,99,NA,4,2,99,0,NA,98,NA,1
"25",1366,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,1,1,0,1,5,3,1,5,5,4,4,3,1,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,2,1,1,1,2,3,2,3,4,1,11,1,98,NA,NA,NA,NA,NA,NA,6,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,4,3,5,3,2,2,3,2,2,4,20,7500,3,3,3,2,1,1,0,2,1,1,1,1,1,0,1,0,3,NA,0,1,2,0,0,1,2,4,1,3,1,1,NA,NA,1
"26",1367,3,2,4,NA,"1",1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,6,2,2,2,5,4,2,5,5,3,5,3,1,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,4,3,3,3,4,3,2,2,2,10,2,NA,NA,1,7,NA,NA,3,5,5,5,4,5,4,4,4,4,4,4,5,4,4,3,5,5,4,4,5,4,3,4,3,3,3,3,10,8000,3,3,3,3,3,2,0,2,0,1,1,1,1,0,0,0,3,NA,0,1,2,1,1,1,1,4,1,5,0,NA,1,5,1
"27",1368,3,2,1,NA,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,1,1,0,4,4,5,4,4,4,4,4,4,3,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,4,4,3,4,1,2,1,1,9,4,NA,NA,NA,NA,NA,NA,8,6,4,4,3,4,4,4,4,4,4,4,3,4,4,4,5,4,5,5,5,5,4,5,3,5,5,4,50,15000,3,3,3,3,3,4,0,NA,0,1,0,0,0,0,0,0,98,NA,0,1,4,1,1,0,3,2,2,4,0,NA,98,NA,1
"28",1369,3,2,4,NA,"1",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,4,2,0,1,5,1,3,5,5,5,4,4,2,4,2,3,1,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,11,1,1,80,NA,NA,NA,NA,5,6,4,4,5,4,4,3,4,5,3,5,5,3,3,4,4,4,5,3,4,4,2,2,0,4,2,5,5,7500,3,5,3,4,4,4,1,1,1,1,1,0,0,0,0,0,3,NA,1,1,3,0,0,0,1,3,2,4,0,NA,1,5,1
"29",1370,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,3,3,3,3,5,5,5,5,5,4,5,5,3,3,2,3,1,2,98,98,1,3,3,1,2,NA,NA,NA,NA,NA,NA,1,1,2,2,5,1,1,1,1,1,3,2,2,1,1,11,3,NA,NA,NA,NA,1,10,5,5,3,4,4,5,4,4,4,4,4,5,4,5,5,4,5,4,3,4,5,5,0,0,3,3,3,5,1,1e+06,3,3,3,3,3,3,0,3,1,1,1,0,0,0,0,0,98,NA,0,1,3,0,0,0,4,NA,1,95,0,NA,2,NA,1
"30",1371,3,2,4,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,5,1,1,1,4,4,4,5,5,5,4,4,4,4,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,40,NA,NA,NA,NA,4,6,3,3,2,4,3,3,5,5,5,5,5,4,2,3,3,3,2,5,5,5,5,5,4,5,4,4,5,10000,3,4,4,3,4,4,0,3,1,1,1,0,0,0,0,0,2,7,1,1,4,1,1,0,2,2,1,5,0,NA,1,2,1
"31",1372,3,2,4,NA,"1",0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,NA,NA,NA,NA,NA,4,2,1,1,5,4,2,5,3,2,2,2,1,4,4,4,1,3,2,1,2,3,3,2,1,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,4,4,4,5,3,3,2,3,3,10,1,1,75,NA,NA,NA,NA,8,9,3,3,4,3,3,4,3,5,4,5,4,3,2,2,3,3,4,4,4,4,2,3,1,3,3,4,100,10000,3,4,4,2,2,2,0,2,1,1,0,0,0,0,0,0,3,NA,0,1,4,1,0,1,2,3,2,4,0,NA,98,NA,1
"32",1373,3,2,2,NA,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,1,0,0,5,5,5,5,5,5,5,5,3,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,75,NA,NA,NA,NA,6,6,5,5,5,5,5,5,5,5,98,5,5,5,4,3,5,1,3,5,5,2,2,2,2,2,2,2,1,10000,3,3,3,1,2,2,0,NA,1,1,1,1,1,0,0,0,98,NA,0,1,97,0,0,1,4,1,2,2,1,0,NA,NA,1
"33",1374,3,2,4,NA,"1",0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,6,1,1,0,5,3,4,5,4,3,1,1,3,4,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,1,1,2,3,4,1,5,5,5,3,1,11,2,NA,NA,1,20,NA,NA,5,5,2,1,3,1,1,1,1,4,3,4,4,3,2,1,4,5,4,5,5,5,1,3,2,1,1,1,0,10000,3,3,3,1,1,3,0,1,1,1,1,1,1,0,0,0,3,NA,0,0,4,NA,99,0,3,3,1,1,1,1,NA,NA,1
"34",1375,3,2,4,NA,"1",0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,8,4,4,4,5,5,5,5,5,5,5,5,4,5,4,3,1,4,3,1,1,1,3,3,2,NA,NA,NA,NA,NA,NA,3,3,3,2,2,1,5,5,5,5,5,5,5,2,3,11,1,1,250,NA,NA,NA,NA,7,11,3,4,4,4,5,5,5,3,3,2,3,5,5,5,3,3,3,5,5,3,4,4,3,4,5,4,1,0,3,3,3,2,2,4,0,2,1,1,1,1,1,1,1,0,3,NA,1,1,4,1,1,0,3,2,2,4,1,1,NA,NA,1
"35",1376,3,2,4,NA,"1",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,7,4,3,1,5,5,4,5,5,3,5,3,1,3,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,1,5,5,5,5,1,5,3,1,3,1,11,2,NA,NA,1,7,NA,NA,4,5,5,3,5,3,5,5,5,5,4,5,5,5,5,1,1,0,0,1,3,5,0,1,1,1,1,2,1,5000,5,5,3,4,5,5,0,1,1,1,1,1,1,0,0,0,2,15,0,1,90,0,0,0,3,4,1,5,0,NA,1,1,1
"36",1377,3,2,4,NA,"1",0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,4,1,1,1,5,4,4,4,3,5,5,5,5,3,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3,3,4,3,4,2,2,2,2,8,1,1,80,NA,NA,NA,NA,3,5,4,4,3,5,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,3,2,3,4,3,5,100,10000,4,4,3,1,1,2,0,1,1,1,1,0,0,0,0,0,3,NA,0,1,3,0,0,1,3,3,2,2,0,NA,1,1,1
"37",1378,3,2,1,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,7,1,0,0,4,4,4,4,4,4,4,1,1,4,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,4,4,4,4,4,4,4,4,1,1,9,1,98,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,4,5,4,3,5,3,4,2,1,1,3,4,4,5,4,1,1,1,4,2,1,1,NA,99,99,99,99,99,99,0,3,1,1,1,1,0,1,0,0,98,NA,0,1,99,1,0,0,NA,3,3,95,0,NA,98,NA,1
"38",1379,3,2,4,NA,"1",1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,5,5,1,5,5,5,5,5,5,4,3,1,2,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,1,1,2,5,5,5,3,4,3,3,2,1,11,2,NA,NA,1,7,NA,NA,6,9,4,4,4,4,5,4,4,3,4,5,4,4,4,4,5,5,5,5,5,4,1,1,2,1,3,1,0,25000,4,3,3,5,3,3,0,4,0,1,0,1,0,0,0,0,3,NA,0,1,3,1,0,0,3,2,1,4,1,1,NA,NA,1
"39",1380,3,2,2,NA,"1",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,1,1,0,0,3,3,98,3,4,4,4,4,98,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,1,1,1,1,4,1,1,1,1,1,1,1,11,1,1,40,NA,NA,NA,NA,7,7,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3,4,3,4,3,4,25,6000,4,3,3,3,2,3,0,4,1,1,1,1,1,1,1,0,2,4,1,1,90,1,1,0,NA,2,3,4,1,0,NA,NA,1
"40",1381,3,2,4,NA,"1",0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,6,1,1,1,5,4,4,3,4,4,4,4,3,4,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,4,4,2,3,3,2,3,3,4,2,2,11,3,NA,NA,NA,NA,1,20,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,4,4,5,3,3,4,2,4,4,4,1,5500,1,1,3,3,2,2,0,2,0,0,0,0,0,0,0,1,2,10,0,1,2,1,1,0,NA,3,1,5,0,NA,1,5,1
