"","CASE_ID","GPS_NAC_ADOPTER","SURVEY_SOURCE","STATE","HOME","INST_QOTE_LSE_TEXT_CLND","MOTIVE1","MOTIVE2","MOTIVE3","MOTIVE4","MOTIVE5"
"495",1837,3,2,2,NA,1,5,1,5,5,5
"496",1838,3,2,4,NA,1,5,5,5,5,5
"497",1839,3,2,4,NA,1,5,1,4,4,5
"498",1840,3,2,3,NA,0,5,1,3,5,4
"499",1841,3,2,4,NA,1,5,5,5,5,5
"500",1842,3,2,4,NA,0,5,1,3,5,4
"501",1843,3,2,4,NA,1,5,5,3,4,3
"502",1844,3,2,1,NA,2,5,5,3,5,5
"503",1845,3,2,4,NA,0,5,1,2,4,2
"504",1846,3,2,4,NA,NA,4,1,1,4,4
"505",1847,3,2,2,NA,1,5,4,4,5,4
"506",1848,3,2,4,NA,NA,5,5,4,5,5
"507",1849,3,2,3,NA,1,5,1,1,5,2
"508",1850,3,2,4,NA,1,4,4,3,4,4
"509",1851,3,2,2,NA,1,5,4,5,5,5
"510",1852,3,2,3,NA,3,5,5,3,5,5
"511",1853,3,2,4,NA,6,5,4,3,5,4
"512",1854,3,2,1,NA,1,4,5,5,5,5
"513",1855,3,2,4,NA,1,5,5,5,5,5
"514",1856,3,2,4,NA,2,5,5,5,5,4
"515",1857,3,2,4,NA,1,5,4,2,5,4
"516",1858,3,2,4,NA,1,4,1,4,4,5
"517",1859,3,2,4,NA,1,5,3,3,5,5
"518",1860,3,2,1,NA,1,5,4,4,4,4
"519",1861,3,2,4,NA,1,5,5,3,5,5
"520",1862,3,2,3,NA,1,5,5,5,5,5
"521",1863,3,2,1,NA,1,4,2,5,5,5
"522",1864,3,2,4,NA,0,5,3,5,5,5
"523",1865,3,2,4,NA,0,4,1,3,4,3
"524",1866,3,2,4,NA,1,5,2,2,5,5
"525",1867,3,2,4,NA,1,4,98,4,4,5
"526",1868,3,2,4,NA,2,5,5,5,5,5
"527",1869,3,2,2,NA,1,5,1,1,3,3
"528",1870,3,2,4,NA,2,5,5,4,5,4
"529",1871,3,2,4,NA,1,5,5,2,5,2
"530",1872,3,2,4,NA,1,5,5,4,5,5
"531",1873,3,2,4,NA,1,5,98,3,5,5
"532",1874,3,2,4,NA,1,5,99,2,5,5
"533",1875,3,2,4,NA,1,5,3,3,5,5
"534",1876,3,2,4,NA,1,5,4,5,4,5
"535",1877,3,2,1,NA,1,3,1,1,1,5
"536",1878,3,2,4,NA,2,5,5,5,5,5
"537",1879,3,2,1,NA,1,3,3,3,3,3
"538",1880,3,2,4,NA,1,5,4,3,4,5
"539",1881,3,2,1,NA,2,5,4,4,5,4
"540",1882,3,2,4,NA,1,5,4,3,5,3
"541",1883,3,2,4,NA,3,5,5,3,5,4
"542",1884,3,2,4,NA,1,4,1,3,5,5
"543",1885,3,2,4,NA,1,5,3,5,5,5
"544",1886,3,2,4,NA,3,5,4,4,5,5
"545",1887,3,2,2,NA,1,5,5,5,5,4
"546",1888,3,2,4,NA,0,5,98,3,5,5
"547",1889,3,2,4,NA,1,4,99,3,4,4
"548",1890,3,2,4,NA,4,5,5,4,5,4
"549",1891,3,2,4,NA,1,5,4,3,5,4
"550",1892,3,2,4,NA,1,4,4,1,4,3
"551",1893,3,2,4,NA,1,5,5,4,5,5
"552",1894,3,2,1,NA,1,5,4,3,4,5
"553",1895,3,2,4,NA,1,5,5,5,5,5
"554",1896,3,2,4,NA,3,4,3,3,4,4
"555",1897,3,2,1,NA,1,5,3,3,5,3
"556",1898,3,2,4,NA,0,4,4,2,5,5
"557",1899,3,2,2,NA,0,5,3,3,5,5
"558",1900,3,2,2,NA,1,5,5,5,5,5
"559",1901,3,2,2,NA,3,5,5,3,3,5
"560",1902,3,2,4,NA,3,5,2,2,5,4
"561",1903,3,2,2,NA,0,5,1,3,4,5
"562",1904,3,2,4,NA,1,5,5,5,5,5
"563",1905,3,2,4,NA,0,5,5,5,5,5
"564",1906,3,2,2,NA,1,5,4,4,4,3
"565",1907,3,2,4,NA,2,5,4,4,5,1
"566",1908,3,2,4,NA,1,4,3,2,3,5
"567",1909,3,2,4,NA,1,5,5,5,5,5
"568",1910,3,2,4,NA,0,4,3,2,5,5
"569",1911,3,2,2,NA,0,5,2,1,4,5
"570",1912,3,2,4,NA,0,5,3,3,5,5
"571",1913,3,2,4,NA,1,5,5,5,5,5
"572",1914,3,2,4,NA,0,5,3,4,5,5
"573",1915,3,2,4,NA,1,5,5,5,5,5
"574",1916,3,2,4,NA,0,5,5,3,5,4
"575",1917,3,2,2,NA,1,5,3,2,5,2
"576",1918,3,2,4,NA,0,5,5,2,2,3
"577",1919,3,2,4,NA,1,5,5,5,5,5
"578",1920,3,2,4,NA,0,5,99,99,5,5
"579",1921,3,2,4,NA,1,5,5,5,5,5
"580",1922,3,2,4,NA,1,5,5,5,5,3
"581",1923,3,2,4,NA,1,5,1,4,5,5
"582",1924,3,2,1,NA,0,5,5,5,5,5
"583",1925,3,2,4,NA,0,3,1,3,3,4
"584",1926,3,2,4,NA,1,5,1,5,5,5
"585",1927,3,2,3,NA,1,5,3,4,5,3
"586",1928,3,2,4,NA,0,5,4,3,5,5
"587",1929,3,2,4,NA,1,5,1,1,5,5
"588",1930,3,2,4,NA,1,5,1,1,5,2
"589",1931,3,2,4,NA,NA,5,5,5,5,4
"590",1932,3,2,4,NA,2,4,1,1,5,5
"591",1933,3,2,2,NA,0,5,4,2,2,5
"592",1934,3,2,4,NA,2,5,4,4,5,5
"593",1935,3,2,4,NA,0,5,5,5,5,5
"594",1936,3,2,4,NA,3,5,5,5,5,4
"595",1937,3,2,3,NA,2,4,4,2,3,4
"596",1938,3,2,4,NA,0,5,5,4,5,4
"597",1939,3,2,4,NA,1,4,4,3,3,4
"598",1940,3,2,4,NA,0,5,5,3,5,4
"599",1941,3,2,1,NA,0,3,3,3,4,5
"600",1942,3,2,4,NA,1,5,98,4,5,5
"601",1943,3,2,4,NA,NA,5,5,5,5,5
"602",1944,3,2,1,NA,1,4,1,1,4,4
"603",1945,3,2,2,NA,1,5,5,4,5,4
"604",1946,3,2,4,NA,2,5,1,4,5,5
"605",1947,3,2,4,NA,1,4,4,4,4,3
"606",1948,3,2,1,NA,1,4,4,4,4,5
"607",1949,3,2,4,NA,1,5,5,3,5,5
"608",1950,3,2,2,NA,1,5,5,5,5,5
"609",1951,3,2,4,NA,0,5,4,3,3,3
"610",1952,3,2,4,NA,2,5,1,3,5,5
"611",1953,3,2,4,NA,0,5,2,2,5,3
"612",1954,3,2,2,NA,0,5,5,1,4,3
"613",1955,3,2,4,NA,0,5,3,3,4,4
"614",1956,3,2,4,NA,1,5,3,5,4,2
"615",1957,3,2,4,NA,3,5,5,5,5,98
"616",1958,3,2,4,NA,1,5,5,5,5,5
"617",1959,3,2,1,NA,0,4,1,1,3,4
"618",1960,3,2,4,NA,3,5,5,5,5,3
"619",1961,3,2,4,NA,2,5,5,5,5,4
"620",1962,3,2,4,NA,2,5,1,2,5,5
"621",1963,3,2,4,NA,1,5,3,3,5,5
"622",1964,3,2,4,NA,0,5,5,5,5,4
"623",1965,3,2,4,NA,2,5,1,1,5,4
"624",1966,3,2,4,NA,1,5,1,3,5,5
"625",1967,3,2,1,NA,1,4,5,3,5,5
"626",1968,3,2,4,NA,1,1,2,2,3,3
"627",1969,3,2,4,NA,1,4,5,5,4,5
"628",1970,3,2,4,NA,0,5,5,99,99,99
"629",1971,3,2,4,NA,1,3,3,3,4,5
"630",1972,3,2,4,NA,3,5,5,2,5,5
"631",1973,3,2,4,NA,0,5,1,1,5,5
"632",1974,3,2,4,NA,1,5,5,5,5,5
"633",1975,3,2,1,NA,0,4,4,4,4,4
"634",1976,3,2,4,NA,1,5,1,3,4,4
"635",1977,3,2,2,NA,1,5,4,4,4,4
"636",1978,3,2,4,NA,1,5,5,3,4,4
"637",1979,3,2,4,NA,1,4,2,3,4,3
"638",1980,3,2,4,NA,2,5,3,3,5,5
"639",1981,3,2,1,NA,1,4,4,4,2,4
"640",1982,3,2,2,NA,1,5,4,2,5,98
"641",1983,3,2,4,NA,1,5,3,3,5,5
"642",1984,3,2,4,NA,0,3,3,3,2,5
"643",1985,3,2,4,NA,0,5,1,2,5,4
"644",1986,3,2,4,NA,0,5,5,5,5,5
"645",1987,3,2,4,NA,1,5,1,1,5,1
"646",1988,3,2,4,NA,1,5,4,2,5,2
"647",1989,3,2,4,NA,4,4,4,4,4,3
"648",1990,3,2,4,NA,0,5,4,2,5,5
"649",1991,3,2,2,NA,1,5,5,3,3,3
"650",1992,3,2,4,NA,1,5,4,2,5,1
"651",1993,3,2,4,NA,1,5,5,4,5,5
"652",1994,3,2,4,NA,1,3,1,5,3,3
"653",1995,3,2,4,NA,2,5,5,3,3,4
"654",1996,3,2,4,NA,1,99,99,99,99,99
"655",1997,3,2,4,NA,0,3,1,1,4,4
"656",1998,3,2,1,NA,1,4,3,3,4,4
"657",1999,3,2,4,NA,0,4,5,3,4,5
"658",2000,3,2,4,NA,2,5,5,3,5,2
"659",2001,3,2,4,NA,2,5,1,1,5,5
"660",2002,3,2,4,NA,1,5,1,2,98,98
"661",2003,3,2,4,NA,0,5,1,2,5,4
"662",2004,3,2,4,NA,1,5,5,5,5,5
"663",2005,3,2,4,NA,NA,5,5,2,5,5
"664",2006,3,2,4,NA,1,5,2,1,3,5
"665",2007,3,2,4,NA,1,3,3,4,4,4
"666",2008,3,2,1,NA,0,5,5,5,5,5
"667",2009,3,2,2,NA,0,4,1,4,4,5
"668",2010,3,2,4,NA,0,5,3,1,3,4
"669",2011,3,2,2,NA,1,5,1,5,5,5
"670",2012,3,2,4,NA,1,5,1,1,5,1
"671",2013,3,2,4,NA,0,5,99,4,5,5
"672",2014,3,2,4,NA,1,5,5,3,5,3
"673",2015,3,2,2,NA,0,5,5,5,5,5
"674",2016,3,2,4,NA,6,5,5,3,5,3
"675",2017,3,2,4,NA,NA,5,5,5,5,5
"676",2018,3,2,4,NA,3,5,1,3,5,3
"677",2019,3,2,4,NA,1,5,1,1,5,1
"678",2020,3,2,4,NA,1,5,5,5,5,5
"679",2021,3,2,4,NA,1,4,4,4,4,4
"680",2022,3,2,4,NA,2,5,5,3,5,5
"681",2023,3,2,4,NA,0,5,5,5,5,5
"682",2024,3,2,4,NA,3,5,5,5,5,3
"683",2025,3,2,4,NA,1,3,4,98,5,5
"684",2026,3,2,4,NA,0,5,1,1,5,4
"685",2027,3,2,4,NA,1,5,3,3,4,1
"686",2028,3,2,4,NA,3,5,5,5,5,3
"687",2029,3,2,4,NA,3,5,5,5,5,4
"688",2030,3,2,4,NA,1,4,3,4,5,5
"689",2031,3,2,2,NA,2,5,1,5,5,5
"690",2032,3,2,3,NA,1,4,3,3,4,4
"691",2033,3,2,4,NA,1,4,1,3,4,3
"692",2034,3,2,1,NA,0,3,1,1,3,4
"693",2035,3,2,4,NA,2,4,2,2,4,4
"694",2036,3,2,4,NA,4,5,5,5,5,3
"695",2037,3,2,2,NA,0,4,1,2,4,4
"696",2038,3,2,4,NA,1,3,4,4,3,5
"697",2039,3,2,2,NA,1,5,1,2,3,1
"698",2040,3,2,4,NA,2,2,4,4,3,5
"699",2041,3,2,4,NA,1,5,3,5,5,5
"700",2042,3,2,4,NA,1,5,5,3,5,3
"701",2043,3,2,4,NA,1,5,4,4,4,3
"702",2044,3,2,4,NA,2,2,3,3,4,5
"703",2045,3,2,4,NA,1,4,2,2,4,4
"704",2046,3,2,2,NA,1,5,5,5,5,5
"705",2047,3,2,2,NA,1,5,1,5,5,5
"706",2048,3,2,4,NA,0,5,5,2,4,3
"707",2049,3,2,2,NA,1,5,5,5,5,5
"708",2050,3,2,4,NA,1,5,99,4,5,3
"709",2051,3,2,4,NA,1,5,98,3,5,5
"710",2052,3,2,4,NA,2,5,4,4,5,4
"711",2053,3,2,4,NA,1,5,1,1,5,5
"712",2054,3,2,4,NA,1,5,5,3,5,5
"713",2055,3,2,4,NA,0,5,1,5,5,5
"714",2056,3,2,4,NA,1,4,1,1,4,4
"715",2057,3,2,4,NA,2,5,4,3,5,3
"716",2058,3,2,4,NA,1,4,1,3,4,3
"717",2059,3,2,4,NA,1,5,5,1,3,1
"718",2060,3,2,3,NA,0,3,3,1,1,5
"719",2061,3,2,4,NA,5,5,5,4,5,5
"720",2062,3,2,4,NA,1,4,3,3,4,4
"721",2063,3,2,4,NA,0,5,1,1,1,5
"722",2064,3,2,4,NA,3,5,5,5,5,5
"723",2065,3,2,4,NA,0,5,4,3,5,4
"724",2066,3,2,4,NA,2,5,4,3,4,5
"725",2067,3,2,4,NA,1,3,2,2,2,4
"726",2068,3,2,4,NA,0,5,1,1,5,3
"727",2069,3,2,4,NA,3,5,4,4,4,4
"728",2070,3,2,1,NA,0,5,5,3,5,4
"729",2071,3,2,4,NA,1,5,3,4,5,5
"730",2072,3,2,1,NA,0,5,5,5,5,5
"731",2073,3,2,4,NA,0,5,5,5,5,5
"732",2074,3,2,4,NA,2,5,99,99,5,4
"733",2075,3,2,4,NA,3,4,5,3,5,5
"734",2076,3,2,4,NA,1,5,5,3,3,1
"735",2077,3,2,1,NA,1,5,4,2,5,3
"736",2078,3,2,2,NA,0,5,5,2,4,2
"737",2079,3,2,4,NA,1,5,4,3,5,5
"738",2080,3,2,4,NA,1,3,5,5,5,5
"739",2081,3,2,2,NA,1,5,1,2,4,3
"740",2082,3,2,4,NA,2,5,5,4,5,4
"741",2083,3,2,1,NA,1,4,4,4,4,4
"742",2084,3,2,4,NA,1,5,5,4,5,2
"743",2085,3,2,4,NA,1,5,5,3,4,5
"744",2086,3,2,4,NA,1,5,5,5,5,5
"745",2087,3,2,4,NA,1,3,4,4,4,5
"746",2088,3,2,4,NA,1,4,3,3,4,4
"747",2089,3,2,1,NA,1,4,4,3,4,2
"748",2090,3,2,4,NA,3,5,1,3,5,4
"749",2091,3,2,4,NA,0,4,4,4,5,5
"750",2092,3,2,2,NA,1,5,5,5,5,5
"751",2093,3,2,4,NA,2,5,1,1,1,5
"752",2094,3,2,4,NA,1,3,3,3,4,4
"753",2095,3,2,1,NA,1,5,1,1,5,1
"754",2096,3,2,1,NA,4,5,1,3,1,4
"755",2097,3,2,2,NA,1,5,5,5,5,4
"756",2098,3,2,4,NA,2,5,3,5,5,4
"757",2099,3,2,2,NA,1,4,1,4,3,5
"758",2100,3,2,4,NA,0,5,5,3,5,5
"759",2101,3,2,2,NA,1,5,5,3,5,5
"760",2102,3,2,4,NA,1,5,1,98,5,5
"761",2103,3,2,4,NA,2,2,2,2,2,5
"762",2104,3,2,4,NA,0,5,1,2,5,5
"763",2105,3,2,4,NA,1,5,1,3,5,3
"764",2106,3,2,4,NA,NA,4,4,2,4,4
"765",2107,3,2,4,NA,3,4,4,3,4,4
"766",2108,3,2,4,NA,0,5,5,5,5,5
"767",2109,3,2,4,NA,NA,5,1,5,5,5
"768",2110,3,2,4,NA,1,5,4,2,5,5
"769",2111,3,2,4,NA,1,5,1,5,5,5
"770",2112,3,2,4,NA,1,5,5,5,5,5
"771",2113,3,2,4,NA,2,5,4,3,4,3
"772",2114,3,2,4,NA,1,4,4,1,5,5
"773",2115,3,2,4,NA,0,5,5,3,4,5
"774",2116,3,2,4,NA,0,5,4,4,5,5
"775",2117,3,2,2,NA,1,4,98,4,4,99
"776",2118,3,2,4,NA,0,5,5,3,5,3
"777",2119,3,2,4,NA,1,5,3,3,5,4
"778",2120,3,2,4,NA,1,5,5,1,5,5
"779",2121,3,2,4,NA,0,5,4,3,4,4
"780",2122,3,2,4,NA,0,5,1,98,5,5
"781",2123,3,2,4,NA,2,5,5,3,5,1
"782",2124,3,2,4,NA,1,5,1,4,5,4
"783",2125,3,2,4,NA,5,5,4,2,5,1
"784",2126,3,2,4,NA,1,5,4,5,5,3
"785",2127,3,2,4,NA,0,5,5,3,4,2
"786",2128,3,2,1,NA,1,5,4,3,3,3
"787",2129,3,2,2,NA,1,5,1,1,5,5
"788",2130,3,2,1,NA,0,5,1,3,5,3
"789",2131,3,2,4,NA,0,5,2,2,4,1
"790",2132,3,2,4,NA,1,4,3,2,5,5
"791",2133,3,2,4,NA,0,4,4,4,4,4
"792",2134,3,2,4,NA,1,5,1,1,5,5
"793",2135,3,2,4,NA,0,5,4,1,5,3
"794",2136,3,2,3,NA,0,5,3,3,4,5
"795",2137,3,2,4,NA,0,5,99,3,5,3
"796",2138,3,2,4,NA,1,5,1,2,5,4
"797",2139,3,2,4,NA,0,5,4,3,4,5
"798",2140,3,2,4,NA,3,5,4,3,5,5
"799",2141,3,2,4,NA,1,5,5,3,5,5
"800",2142,3,2,1,NA,0,5,4,3,4,3
"801",2143,3,2,4,NA,3,5,5,5,5,5
"802",2144,3,2,1,NA,0,4,4,4,3,4
"803",2145,3,2,4,NA,1,5,4,4,5,5
"804",2146,3,2,2,NA,1,5,1,1,2,2
"805",2147,3,2,4,NA,1,2,1,1,3,5
"806",2148,3,2,4,NA,6,5,5,5,5,5
"807",2149,3,2,4,NA,0,5,3,5,5,5
"808",2150,3,2,4,NA,0,5,5,5,5,5
"809",2151,3,2,4,NA,1,5,98,3,5,2
"810",2152,3,2,2,NA,1,2,2,2,3,4
"811",2153,3,2,4,NA,2,5,4,5,5,5
"812",2154,3,2,1,NA,1,4,4,4,4,4
"813",2155,3,2,4,NA,0,3,1,3,4,3
"814",2156,3,2,4,NA,1,5,1,3,5,5
"815",2157,3,2,4,NA,0,5,5,5,5,5
"816",2158,3,2,4,NA,0,5,5,5,5,5
"817",2159,3,2,4,NA,0,5,5,4,4,5
"818",2160,3,2,1,NA,1,5,5,5,5,5
"819",2161,3,2,4,NA,0,4,1,2,4,5
"820",2162,3,2,4,NA,0,5,4,4,5,4
"821",2163,3,2,4,NA,1,5,3,4,5,5
"822",2164,3,2,4,NA,1,4,1,4,3,3
"823",2165,3,2,4,NA,2,5,1,2,5,5
"824",2166,3,2,4,NA,0,5,5,5,5,5
"825",2167,3,2,4,NA,1,5,1,3,5,5
"826",2168,3,2,4,NA,0,5,4,4,5,5
"827",2169,3,2,4,NA,0,5,1,3,4,4
"828",2170,3,2,2,NA,0,5,4,3,5,4
"829",2171,3,2,1,NA,0,4,4,3,4,4
"830",2172,3,2,4,NA,1,5,5,3,5,3
"831",2173,3,2,4,NA,0,5,4,2,5,4
"832",2174,3,2,4,NA,2,5,5,5,5,5
"833",2175,3,2,4,NA,0,5,5,4,5,5
"834",2176,3,2,4,NA,1,5,5,5,5,5
"835",2177,3,2,4,NA,0,5,3,3,5,3
"836",2178,3,2,4,NA,1,5,1,1,5,5
"837",2179,3,2,4,NA,1,5,5,2,5,5
"838",2180,3,2,4,NA,4,5,5,5,5,5
"839",2181,3,2,2,NA,0,4,1,1,3,3
"840",2182,3,2,4,NA,0,5,1,5,5,5
"841",2183,3,2,4,NA,2,5,3,3,5,5
"842",2184,3,2,4,NA,0,5,1,3,5,3
"843",2185,3,2,4,NA,0,4,1,2,4,5
"844",2186,3,2,4,NA,0,5,5,1,5,5
"845",2187,3,2,4,NA,4,5,1,3,5,3
"846",2188,3,2,4,NA,1,5,3,3,5,5
"847",2189,3,2,1,NA,1,5,5,5,5,5
"848",2190,3,2,4,NA,1,5,1,5,5,5
"849",2191,3,2,4,NA,0,5,1,1,5,3
"850",2192,3,2,4,NA,0,5,2,4,5,5
"851",2193,3,2,2,NA,1,5,5,4,3,3
"852",2194,3,2,4,NA,2,5,4,4,5,5
"853",2195,3,2,4,NA,1,5,5,5,5,5
"854",2196,3,2,4,NA,4,5,4,3,5,5
"855",2197,3,2,4,NA,1,5,5,5,5,2
"856",2198,3,2,4,NA,0,5,4,4,5,3
"857",2199,3,2,4,NA,1,4,3,3,4,4
"858",2200,3,2,4,NA,0,5,3,3,5,3
"859",2201,3,2,4,NA,1,4,4,4,5,5
"860",2202,3,2,4,NA,1,5,5,5,5,5
"861",2203,3,2,4,NA,0,5,5,4,5,4
"862",2204,3,2,2,NA,1,5,3,3,5,3
"863",2205,3,2,4,NA,4,5,3,4,5,4
"864",2206,3,2,1,NA,0,5,5,5,3,4
"865",2207,3,2,1,NA,1,5,5,5,3,3
"866",2208,3,2,4,NA,0,5,5,3,5,5
"867",2209,3,2,4,NA,0,5,3,3,3,2
"868",2210,3,2,2,NA,0,5,1,4,4,5
"869",2211,3,2,4,NA,1,5,5,5,5,3
"870",2212,3,2,4,NA,1,5,5,3,5,5
"871",2213,3,2,1,NA,0,5,1,4,3,5
"872",2214,3,2,4,NA,1,4,4,2,4,2
"873",2215,3,2,4,NA,1,5,5,2,2,2
"874",2216,3,2,4,NA,0,5,5,5,5,5
"875",2217,3,2,4,NA,4,5,5,1,3,5
"876",2218,3,2,4,NA,1,5,1,3,5,5
"877",2219,3,2,1,NA,1,5,3,4,3,5
"878",2220,3,2,4,NA,2,2,1,1,4,5
"879",2221,3,2,4,NA,3,5,1,1,3,3
"880",2222,3,2,4,NA,1,5,4,4,5,2
"881",2223,3,2,4,NA,2,4,3,3,4,5
"882",2224,3,2,4,NA,0,5,5,5,5,2
"883",2225,3,2,4,NA,0,5,5,5,5,1
"884",2226,3,2,4,NA,1,5,5,4,4,3
"885",2227,3,2,4,NA,2,5,1,3,5,1
"886",2228,3,2,4,NA,1,3,3,3,3,4
"887",2229,3,2,2,NA,2,5,4,4,5,4
"888",2230,3,2,1,NA,NA,5,3,4,4,4
"889",2231,3,2,4,NA,1,5,5,3,5,5
"890",2232,3,2,4,NA,0,4,1,3,4,3
"891",2233,3,2,4,NA,1,5,1,3,5,3
"892",2234,3,2,4,NA,2,5,3,2,5,5
"893",2235,3,2,4,NA,1,5,4,5,4,5
"894",2236,3,2,2,NA,0,5,5,5,5,5
"895",2237,3,2,4,NA,1,5,4,5,5,5
"896",2238,3,2,4,NA,2,5,99,99,5,99
"897",2239,3,2,4,NA,0,5,5,5,5,5
"898",2240,3,2,2,NA,1,5,1,3,5,5
"899",2241,3,2,1,NA,1,5,2,3,5,5
"900",2242,3,2,4,NA,1,5,5,4,5,3
"901",2243,3,2,2,NA,1,4,4,2,5,5
"902",2244,3,2,4,NA,2,5,5,5,5,5
"903",2245,3,2,2,NA,1,5,5,4,4,5
"904",2246,3,2,1,NA,1,4,3,3,5,4
"905",2247,3,2,4,NA,1,5,5,3,5,5
"906",2248,3,2,4,NA,2,5,5,5,5,5
"907",2249,3,2,4,NA,1,5,5,3,5,5
"908",2250,3,2,4,NA,2,3,2,2,4,4
"909",2251,3,2,4,NA,0,4,4,2,4,5
"910",2252,3,2,4,NA,1,5,2,2,5,3
"911",2253,3,2,2,NA,1,5,4,5,3,4
"912",2254,3,2,4,NA,2,5,5,5,5,5
"913",2255,3,2,4,NA,NA,4,4,1,4,4
"914",2256,3,2,4,NA,0,5,3,3,3,3
"915",2257,3,2,4,NA,2,5,1,1,4,3
"916",2258,3,2,4,NA,1,5,1,2,4,4
"917",2259,3,2,4,NA,0,5,1,4,4,5
"918",2260,3,2,1,NA,2,5,1,5,5,5
"919",2261,3,2,4,NA,1,5,4,2,5,5
"920",2262,3,2,4,NA,3,5,5,5,5,4
"921",2263,3,2,4,NA,1,5,1,2,5,5
"922",2264,3,2,4,NA,0,5,98,98,5,5
"923",2265,3,2,4,NA,0,5,3,1,5,5
"924",2266,3,2,4,NA,2,5,3,3,5,5
"925",2267,3,2,4,NA,0,5,3,1,4,3
"926",2268,3,2,4,NA,1,5,1,1,5,3
"927",2269,3,2,4,NA,0,4,4,5,5,4
"928",2270,3,2,2,NA,1,5,3,4,5,5
"929",2271,3,2,2,NA,1,4,2,4,4,5
"930",2272,3,2,1,NA,1,2,2,2,2,5
"931",2273,3,2,4,NA,0,5,5,5,5,3
"932",2274,3,2,2,NA,2,5,4,4,5,5
"933",2275,3,2,4,NA,0,5,4,1,5,5
"934",2276,3,2,4,NA,0,5,4,3,3,3
"935",2277,3,2,4,NA,3,5,1,1,5,4
"936",2278,3,2,4,NA,2,5,5,5,5,5
"937",2279,3,2,4,NA,1,5,1,5,5,5
"938",2280,3,2,4,NA,2,5,4,4,5,5
"939",2281,3,2,4,NA,1,5,1,5,5,5
"940",2282,3,2,1,NA,1,5,1,1,3,3
"941",2283,3,2,4,NA,3,5,5,5,5,5
"942",2284,3,2,4,NA,3,4,4,3,4,3
"943",2285,3,2,4,NA,NA,4,4,4,4,4
"944",2286,3,2,2,NA,1,5,1,3,5,5
"945",2287,3,2,4,NA,0,5,1,1,5,2
"946",2288,3,2,2,NA,1,5,4,5,5,5
"947",2289,3,2,4,NA,4,5,5,4,5,5
"948",2290,3,2,4,NA,2,4,4,4,5,5
"949",2291,3,2,4,NA,1,5,5,5,5,5
"950",2292,3,2,2,NA,1,5,5,5,5,4
"951",2293,3,2,4,NA,2,5,5,2,5,5
"952",2294,3,2,4,NA,1,5,5,3,5,5
"953",2295,3,2,4,NA,2,5,5,5,5,5
"954",2296,3,2,4,NA,1,5,5,5,5,5
"955",2297,3,2,4,NA,0,5,1,3,5,5
"956",2298,3,2,4,NA,1,5,5,5,5,5
"957",2299,3,2,4,NA,1,4,98,3,4,4
"958",2300,3,2,4,NA,0,5,3,2,5,1
"959",2301,3,2,4,NA,1,5,5,5,5,5
"960",2302,3,2,2,NA,1,5,5,4,5,5
"961",2303,3,2,4,NA,1,5,5,5,5,5
"962",2304,3,2,4,NA,0,5,4,3,3,4
"963",2305,3,2,4,NA,2,5,1,4,5,5
"964",2306,3,2,4,NA,1,4,1,4,4,4
"965",2307,3,2,4,NA,1,4,3,3,4,5
"966",2308,3,2,4,NA,0,5,5,5,5,5
"967",2309,3,2,4,NA,1,5,3,3,5,5
"968",2310,3,2,4,NA,1,4,2,3,3,5
"969",2311,3,2,4,NA,1,5,4,3,4,4
"970",2312,3,2,4,NA,2,5,5,5,5,5
"971",2313,3,2,4,NA,1,5,1,1,5,2
"972",2314,3,2,4,NA,0,5,5,4,5,3
"973",2315,3,2,4,NA,2,3,1,4,4,5
"974",2316,3,2,4,NA,2,5,5,2,2,3
"975",2317,3,2,4,NA,2,5,4,3,2,3
"976",2318,3,2,4,NA,2,5,3,5,5,5
"977",2319,3,2,4,NA,0,5,5,3,5,5
"978",2320,3,2,1,NA,1,4,1,4,4,5
"979",2321,3,2,4,NA,1,4,3,3,3,4
"980",2322,3,2,4,NA,1,2,4,3,4,3
"981",2323,3,2,4,NA,1,5,4,3,5,1
"982",2324,3,2,4,NA,3,5,5,5,5,5
"983",2325,3,2,4,NA,0,5,1,5,5,5
"984",2326,3,2,4,NA,0,4,4,2,4,4
"985",2327,3,2,4,NA,1,5,4,3,5,2
"986",2328,3,2,4,NA,1,5,1,1,4,4
"987",2329,3,2,4,NA,1,5,4,98,5,5
"988",2330,3,2,4,NA,4,4,4,4,5,3
"989",2331,3,2,4,NA,0,4,1,4,4,5
"990",2332,3,2,4,NA,0,5,1,5,5,5
"991",2333,3,2,4,NA,1,3,4,3,4,4
"992",2334,3,2,4,NA,2,5,1,2,3,2
"993",2335,3,2,4,NA,4,5,4,4,5,4
"994",2336,3,2,1,NA,NA,4,1,2,5,4
"995",2337,3,2,4,NA,2,5,5,4,4,5
"996",2338,3,2,1,NA,0,4,3,1,3,4
"997",2339,3,2,4,NA,1,5,4,4,5,2
"998",2340,3,2,4,NA,0,5,1,4,5,5
"999",2341,3,2,4,NA,0,5,1,1,5,3
"1000",2342,3,2,4,NA,3,5,5,5,5,5
"1001",2343,3,2,4,NA,2,5,1,3,4,3
"1002",2344,3,2,4,NA,0,5,5,3,5,5
"1003",2345,3,2,2,NA,1,3,2,2,2,4
"1004",2346,3,2,2,NA,0,5,99,3,4,4
"1005",2347,3,2,4,NA,3,5,3,3,5,3
"1006",2348,3,2,4,NA,0,5,5,5,5,5
"1007",2349,3,2,4,NA,3,5,4,4,2,5
